customer_id,call_duration,monthly_data_usage,contract_length,churn,call_total,call_avg,call_max
C00241,"[56, 48, 47, 25, 10, 14, 42, 57, 46, 58, 30, 55, 41, 25, 14, 35, 52, 48, 34, 10, 35, 11, 11, 21, 21, 22, 45, 7, 55, 17]",21.92,16,1,992,33.06666666666667,58
C00681,"[9, 7, 30, 13, 27, 44, 35, 13, 15, 46, 56, 9, 45, 23, 54, 36, 53, 40, 3, 34, 19, 28, 23, 40, 49, 45, 7, 41, 12, 14]",22.94,32,0,870,29.0,56
C00700,"[58, 53, 1, 24, 36, 25, 36, 31, 31, 2, 19, 53, 12, 10, 31, 45, 22, 23, 52, 23, 15, 26, 3, 23, 20, 45, 40, 57, 39, 56]",48.92,35,1,911,30.366666666666667,58
C00266,"[33, 44, 59, 31, 58, 11, 4, 59, 18, 4, 49, 34, 29, 24, 22, 2, 44, 6, 42, 25, 55, 57, 21, 55, 59, 16, 31, 14, 39, 28]",9.3,8,0,973,32.43333333333333,59
C00866,"[42, 44, 38, 29, 13, 4, 45, 17, 33, 5, 28, 24, 17, 50, 39, 48, 40, 44, 46, 51, 11, 12, 13, 8, 1, 9, 28, 2, 14, 13]",11.45,24,0,768,25.6,51
C00420,"[53, 44, 8, 10, 46, 5, 50, 19, 47, 38, 59, 11, 53, 43, 20, 20, 21, 18, 57, 50, 10, 34, 26, 30, 9, 46, 51, 31, 42, 55]",30.91,10,0,1006,33.53333333333333,59
C00440,"[26, 18, 28, 55, 51, 9, 32, 59, 53, 56, 59, 6, 14, 28, 58, 24, 13, 43, 12, 51, 19, 21, 27, 58, 19, 24, 26, 45, 28, 46]",39.24,12,0,1008,33.6,59
C00530,"[38, 45, 46, 35, 43, 3, 19, 10, 27, 15, 11, 47, 26, 59, 24, 13, 32, 37, 4, 13, 9, 57, 49, 34, 56, 37, 48, 7, 1, 58]",24.97,25,0,903,30.1,59
C00551,"[20, 33, 41, 44, 36, 22, 13, 7, 8, 28, 45, 43, 9, 25, 56, 16, 10, 11, 31, 12, 31, 14, 51, 44, 32, 50, 53, 17, 35, 1]",48.38,6,0,838,27.933333333333334,56
C00472,"[7, 36, 35, 15, 40, 3, 29, 30, 39, 18, 11, 43, 49, 38, 40, 1, 29, 10, 28, 57, 31, 19, 3, 36, 43, 15, 33, 41, 43, 51]",2.09,25,0,873,29.1,57
C00115,"[44, 47, 25, 37, 47, 8, 42, 58, 16, 8, 1, 44, 5, 3, 1, 4, 40, 35, 32, 42, 34, 43, 25, 10, 21, 46, 39, 27, 27, 2]",3.31,21,0,813,27.1,58
C00375,"[29, 42, 32, 17, 14, 40, 36, 58, 48, 24, 45, 54, 27, 25, 59, 32, 52, 18, 46, 18, 37, 26, 9, 35, 8, 20, 54, 42, 22, 19]",13.94,5,1,988,32.93333333333333,59
C00134,"[59, 27, 34, 56, 46, 38, 14, 36, 53, 8, 35, 19, 30, 14, 59, 20, 49, 25, 40, 24, 14, 26, 38, 23, 22, 48, 57, 19, 46, 51]",17.59,16,1,1030,34.333333333333336,59
C00148,"[53, 30, 42, 37, 58, 37, 42, 37, 35, 23, 6, 4, 18, 9, 49, 29, 13, 59, 47, 52, 17, 45, 32, 48, 22, 4, 5, 37, 41, 49]",21.8,19,0,980,32.666666666666664,59
C00885,"[3, 22, 40, 51, 20, 32, 48, 7, 7, 20, 25, 45, 35, 44, 24, 40, 13, 52, 48, 39, 4, 12, 17, 1, 17, 2, 6, 44, 58, 11]",36.19,24,0,787,26.233333333333334,58
C00962,"[4, 41, 18, 49, 47, 51, 39, 25, 18, 6, 19, 53, 12, 25, 35, 1, 5, 1, 8, 39, 47, 43, 18, 46, 59, 9, 5, 55, 4, 44]",7.06,6,0,826,27.533333333333335,59
C00994,"[27, 51, 5, 6, 13, 23, 42, 56, 25, 46, 4, 52, 55, 32, 44, 15, 26, 42, 11, 9, 11, 2, 45, 27, 54, 58, 26, 8, 21, 21]",41.08,24,0,857,28.566666666666666,58
C00895,"[44, 54, 48, 23, 6, 24, 57, 24, 21, 56, 42, 31, 47, 58, 41, 30, 56, 34, 18, 12, 35, 7, 41, 40, 25, 6, 1, 46, 16, 48]",7.79,21,0,991,33.03333333333333,58
C00483,"[42, 56, 44, 57, 6, 28, 32, 44, 10, 50, 18, 4, 9, 7, 50, 8, 43, 7, 41, 40, 3, 17, 2, 15, 46, 29, 50, 48, 52, 22]",27.5,16,0,880,29.333333333333332,57
C00996,"[8, 10, 47, 41, 42, 43, 9, 14, 37, 27, 41, 32, 4, 2, 51, 33, 21, 1, 44, 11, 1, 46, 59, 11, 7, 2, 15, 8, 54, 52]",9.44,12,0,773,25.766666666666666,59
C00807,"[23, 12, 23, 21, 26, 8, 30, 34, 2, 5, 31, 33, 54, 4, 6, 23, 45, 19, 43, 45, 8, 39, 13, 1, 6, 7, 48, 27, 15, 52]",33.85,21,0,703,23.433333333333334,54
C00040,"[6, 55, 48, 4, 30, 11, 30, 31, 24, 55, 9, 55, 3, 51, 31, 40, 37, 36, 24, 31, 6, 2, 20, 28, 11, 4, 15, 6, 54, 49]",13.3,10,0,806,26.866666666666667,55
C00312,"[52, 42, 32, 42, 26, 25, 11, 23, 34, 57, 52, 40, 23, 29, 31, 7, 40, 33, 21, 2, 18, 47, 33, 37, 34, 20, 35, 51, 50, 54]",26.43,23,0,1001,33.36666666666667,57
C00069,"[6, 37, 48, 13, 28, 5, 13, 17, 50, 40, 45, 32, 29, 51, 58, 3, 56, 40, 34, 40, 27, 13, 45, 33, 6, 24, 19, 16, 40, 28]",38.78,25,0,896,29.866666666666667,58
C00120,"[11, 39, 9, 26, 16, 5, 57, 52, 10, 50, 3, 13, 43, 49, 30, 54, 45, 6, 17, 59, 45, 51, 53, 19, 42, 35, 46, 26, 51, 5]",4.87,2,0,967,32.233333333333334,59
C00606,"[39, 13, 13, 40, 43, 28, 58, 18, 57, 19, 38, 32, 22, 2, 13, 23, 25, 28, 58, 11, 33, 24, 2, 30, 17, 40, 34, 38, 22, 5]",22.58,7,0,825,27.5,58
C00030,"[48, 29, 13, 46, 35, 6, 18, 51, 5, 47, 25, 2, 10, 56, 30, 50, 59, 45, 5, 55, 56, 33, 54, 1, 18, 32, 47, 49, 11, 21]",9.45,30,1,957,31.9,59
C00616,"[12, 27, 22, 32, 57, 49, 27, 2, 45, 33, 26, 28, 19, 43, 5, 33, 20, 30, 45, 8, 38, 17, 44, 1, 3, 46, 26, 31, 8, 43]",33.68,2,0,820,27.333333333333332,57
C00982,"[45, 47, 2, 42, 34, 30, 21, 44, 37, 44, 23, 33, 2, 27, 48, 59, 22, 34, 16, 20, 26, 16, 6, 45, 44, 23, 42, 37, 8, 6]",11.18,21,0,883,29.433333333333334,59
C00859,"[5, 5, 18, 28, 35, 59, 22, 34, 4, 18, 41, 51, 26, 42, 22, 47, 33, 43, 14, 31, 10, 51, 24, 21, 48, 8, 32, 31, 34, 23]",45.15,29,0,860,28.666666666666668,59
C00857,"[25, 36, 16, 57, 18, 13, 59, 37, 27, 34, 11, 1, 13, 30, 5, 18, 14, 13, 32, 7, 8, 50, 7, 52, 49, 16, 43, 31, 51, 27]",31.72,11,0,800,26.666666666666668,59
C00830,"[2, 56, 55, 41, 40, 59, 4, 32, 2, 46, 29, 2, 34, 27, 54, 39, 44, 38, 18, 36, 19, 27, 45, 20, 21, 23, 30, 25, 31, 27]",28.65,33,1,926,30.866666666666667,59
C00161,"[24, 44, 11, 17, 4, 47, 25, 30, 9, 21, 20, 19, 19, 12, 37, 42, 17, 37, 54, 48, 39, 28, 41, 35, 47, 48, 18, 14, 35, 44]",20.42,24,1,886,29.533333333333335,54
C00890,"[24, 42, 6, 58, 3, 34, 45, 50, 2, 15, 37, 15, 32, 21, 17, 34, 32, 50, 47, 52, 23, 35, 37, 43, 41, 37, 57, 33, 25, 46]",42.54,19,0,993,33.1,58
C00745,"[10, 56, 8, 27, 10, 14, 46, 59, 52, 54, 11, 6, 21, 33, 19, 39, 24, 18, 35, 52, 43, 37, 19, 53, 24, 56, 34, 22, 4, 57]",7.27,28,0,943,31.433333333333334,59
C00350,"[39, 41, 42, 50, 23, 7, 59, 39, 3, 12, 7, 49, 26, 33, 37, 48, 15, 2, 41, 7, 32, 4, 20, 50, 53, 36, 32, 28, 13, 1]",11.15,18,0,849,28.3,59
C00461,"[4, 34, 5, 33, 57, 5, 38, 34, 58, 26, 1, 4, 39, 54, 26, 33, 33, 8, 20, 16, 21, 45, 55, 56, 26, 23, 18, 31, 52, 42]",46.39,14,0,897,29.9,58
C00603,"[42, 36, 15, 32, 29, 10, 21, 54, 16, 47, 19, 29, 52, 51, 18, 58, 44, 57, 16, 1, 48, 2, 56, 15, 39, 28, 1, 5, 42, 22]",2.2,29,0,905,30.166666666666668,58
C00348,"[37, 20, 39, 24, 48, 20, 1, 1, 17, 59, 1, 53, 52, 45, 30, 41, 47, 3, 46, 55, 11, 24, 22, 44, 45, 26, 13, 1, 24, 10]",34.36,3,0,859,28.633333333333333,59
C00641,"[50, 4, 5, 4, 36, 59, 45, 16, 25, 14, 11, 29, 34, 22, 14, 56, 24, 59, 39, 26, 43, 36, 39, 16, 58, 38, 59, 32, 6, 34]",33.26,34,0,933,31.1,59
C00075,"[3, 59, 1, 58, 38, 15, 34, 35, 49, 25, 24, 12, 18, 15, 44, 16, 27, 8, 46, 25, 17, 29, 53, 8, 15, 27, 46, 50, 52, 7]",46.9,5,0,856,28.533333333333335,59
C00792,"[25, 15, 28, 9, 2, 17, 58, 10, 9, 31, 2, 24, 19, 17, 43, 49, 10, 50, 55, 28, 38, 48, 28, 59, 50, 52, 50, 1, 3, 15]",28.75,9,0,845,28.166666666666668,59
C00908,"[52, 39, 37, 14, 9, 10, 7, 28, 46, 25, 46, 57, 28, 2, 17, 59, 52, 4, 13, 18, 3, 51, 37, 33, 41, 24, 8, 35, 2, 33]",29.66,12,0,830,27.666666666666668,59
C00139,"[55, 41, 1, 8, 23, 38, 6, 22, 25, 18, 17, 12, 6, 26, 27, 8, 19, 42, 1, 57, 29, 45, 49, 35, 40, 14, 35, 48, 45, 20]",9.04,25,0,812,27.066666666666666,57
C00138,"[41, 19, 26, 52, 29, 22, 40, 21, 51, 38, 20, 57, 29, 51, 4, 55, 7, 28, 28, 4, 22, 12, 45, 3, 22, 44, 2, 24, 34, 27]",31.03,6,0,857,28.566666666666666,57
C00318,"[34, 13, 39, 42, 45, 48, 58, 14, 11, 42, 38, 4, 53, 33, 7, 56, 41, 8, 37, 51, 10, 43, 57, 15, 38, 15, 5, 29, 19, 54]",44.85,16,0,959,31.966666666666665,58
C00066,"[46, 24, 11, 13, 34, 25, 7, 52, 4, 59, 8, 20, 29, 54, 53, 51, 45, 46, 10, 43, 34, 57, 26, 41, 49, 58, 3, 56, 6, 5]",44.25,2,0,969,32.3,59
C00338,"[41, 32, 20, 57, 34, 50, 16, 25, 12, 7, 39, 17, 45, 11, 6, 23, 27, 46, 6, 38, 2, 22, 20, 25, 15, 49, 29, 8, 37, 49]",32.83,2,0,808,26.933333333333334,57
C00984,"[42, 32, 23, 3, 1, 3, 57, 37, 7, 3, 36, 49, 3, 55, 4, 31, 2, 14, 37, 31, 53, 2, 31, 47, 43, 22, 10, 52, 30, 33]",38.92,7,0,793,26.433333333333334,57
C00192,"[38, 19, 36, 59, 13, 56, 46, 3, 10, 38, 1, 55, 56, 27, 46, 8, 51, 46, 42, 17, 9, 6, 43, 25, 39, 49, 28, 33, 54, 37]",41.42,9,0,990,33.0,59
C00151,"[45, 47, 12, 54, 21, 54, 11, 39, 28, 5, 17, 56, 20, 41, 46, 58, 12, 6, 17, 51, 19, 26, 48, 44, 44, 52, 32, 6, 55, 58]",44.85,27,0,1024,34.13333333333333,58
C00008,"[41, 52, 49, 49, 58, 52, 12, 39, 2, 3, 49, 37, 49, 56, 17, 59, 49, 2, 2, 28, 54, 23, 37, 32, 33, 1, 19, 2, 53, 44]",46.21,15,0,1003,33.43333333333333,59
C00373,"[11, 27, 16, 26, 30, 49, 16, 7, 16, 35, 58, 16, 40, 12, 35, 49, 21, 50, 43, 36, 48, 17, 32, 41, 6, 24, 27, 20, 25, 2]",36.8,21,1,835,27.833333333333332,58
C00703,"[1, 54, 15, 34, 48, 20, 54, 37, 27, 22, 51, 5, 34, 39, 3, 17, 24, 24, 3, 45, 7, 25, 56, 3, 15, 29, 50, 29, 10, 32]",10.5,20,0,813,27.1,56
C00459,"[51, 38, 39, 33, 33, 29, 5, 6, 31, 16, 31, 25, 48, 46, 33, 13, 52, 10, 24, 10, 41, 31, 13, 3, 59, 50, 52, 34, 49, 28]",45.85,32,0,933,31.1,59
C00515,"[46, 7, 45, 6, 24, 19, 19, 36, 51, 9, 48, 59, 36, 38, 40, 59, 29, 24, 48, 5, 53, 54, 42, 55, 45, 26, 14, 39, 29, 52]",28.43,27,0,1057,35.233333333333334,59
C00421,"[4, 6, 14, 4, 26, 47, 48, 39, 17, 19, 51, 49, 6, 29, 11, 16, 30, 25, 40, 11, 7, 26, 56, 22, 25, 19, 31, 26, 42, 41]",21.45,29,0,787,26.233333333333334,56
C00572,"[59, 45, 27, 52, 18, 27, 22, 16, 2, 5, 18, 3, 27, 54, 17, 16, 6, 51, 7, 50, 14, 38, 40, 15, 47, 47, 48, 33, 43, 27]",29.57,34,1,874,29.133333333333333,59
C00651,"[30, 6, 4, 51, 37, 35, 58, 57, 9, 6, 13, 59, 22, 28, 30, 52, 36, 2, 58, 36, 8, 45, 42, 50, 9, 1, 13, 50, 15, 32]",48.34,22,0,894,29.8,59
C00035,"[11, 51, 47, 57, 23, 55, 16, 31, 11, 54, 16, 8, 4, 40, 4, 56, 25, 3, 32, 3, 27, 29, 32, 50, 58, 51, 19, 21, 5, 18]",1.36,7,0,857,28.566666666666666,58
C00173,"[55, 8, 48, 27, 22, 37, 27, 57, 29, 3, 44, 13, 45, 10, 36, 9, 54, 56, 55, 27, 34, 51, 1, 32, 25, 29, 7, 49, 3, 20]",30.14,12,0,913,30.433333333333334,57
C00054,"[16, 4, 52, 37, 54, 21, 14, 31, 55, 48, 18, 7, 10, 7, 33, 23, 21, 19, 48, 19, 36, 29, 18, 2, 1, 47, 5, 20, 11, 42]",18.74,26,0,748,24.933333333333334,55
C00928,"[54, 26, 21, 24, 15, 27, 32, 12, 5, 7, 22, 27, 15, 39, 45, 57, 35, 26, 23, 13, 26, 3, 29, 2, 28, 23, 36, 49, 6, 11]",23.35,17,0,738,24.6,57
C00221,"[14, 32, 35, 10, 3, 59, 12, 49, 59, 31, 29, 5, 52, 25, 41, 31, 21, 58, 20, 39, 22, 4, 13, 45, 42, 50, 49, 20, 52, 13]",9.37,20,0,935,31.166666666666668,59
C00280,"[48, 46, 9, 30, 53, 11, 35, 37, 42, 13, 36, 56, 13, 12, 37, 10, 56, 9, 52, 7, 2, 54, 56, 23, 39, 40, 39, 21, 23, 29]",20.76,12,1,938,31.266666666666666,56
C00534,"[17, 26, 3, 7, 44, 8, 20, 12, 35, 17, 28, 41, 10, 22, 38, 57, 33, 22, 44, 37, 13, 27, 15, 22, 30, 43, 40, 37, 34, 44]",43.97,26,0,826,27.533333333333335,57
C00997,"[57, 47, 26, 40, 42, 51, 35, 52, 46, 41, 41, 21, 57, 38, 8, 43, 32, 8, 44, 10, 23, 4, 48, 52, 38, 30, 41, 23, 5, 21]",29.93,2,1,1024,34.13333333333333,57
C00274,"[44, 55, 55, 22, 21, 26, 40, 21, 25, 41, 1, 6, 23, 51, 23, 43, 43, 23, 32, 30, 13, 43, 18, 23, 15, 33, 21, 57, 39, 23]",5.87,30,0,910,30.333333333333332,57
C00605,"[22, 26, 53, 12, 7, 46, 47, 15, 38, 21, 14, 2, 8, 45, 55, 6, 37, 37, 57, 33, 41, 6, 52, 26, 39, 41, 37, 14, 37, 8]",14.59,14,0,882,29.4,57
C00333,"[17, 4, 7, 41, 31, 51, 59, 55, 39, 55, 34, 6, 50, 38, 45, 58, 51, 34, 44, 15, 14, 6, 50, 37, 50, 32, 3, 3, 22, 22]",13.91,2,0,973,32.43333333333333,59
C00797,"[37, 18, 20, 46, 2, 55, 23, 30, 3, 46, 39, 47, 49, 1, 41, 22, 29, 14, 48, 28, 21, 45, 32, 6, 54, 1, 21, 57, 4, 3]",5.02,23,0,842,28.066666666666666,57
C00045,"[40, 51, 39, 51, 6, 6, 3, 7, 51, 8, 42, 52, 15, 47, 29, 33, 52, 30, 39, 27, 36, 29, 38, 57, 33, 37, 27, 55, 33, 4]",32.98,31,0,977,32.56666666666667,57
C00622,"[56, 2, 14, 56, 38, 41, 28, 7, 18, 56, 41, 55, 36, 41, 36, 44, 4, 57, 30, 24, 20, 46, 56, 31, 24, 7, 26, 13, 54, 8]",5.02,33,0,969,32.3,57
C00578,"[7, 29, 48, 29, 13, 3, 2, 16, 30, 38, 6, 45, 7, 5, 56, 7, 34, 32, 49, 13, 30, 25, 21, 59, 21, 28, 48, 58, 20, 34]",28.88,28,0,813,27.1,59
C00027,"[19, 39, 3, 45, 13, 50, 28, 58, 20, 28, 8, 41, 39, 1, 3, 13, 28, 57, 49, 25, 56, 33, 38, 53, 6, 58, 44, 45, 32, 45]",39.68,9,0,977,32.56666666666667,58
C00697,"[34, 59, 18, 31, 59, 27, 16, 58, 10, 40, 12, 22, 16, 12, 11, 20, 51, 1, 27, 3, 12, 30, 9, 53, 54, 37, 1, 42, 49, 4]",4.62,10,0,818,27.266666666666666,59
C00780,"[22, 28, 42, 38, 57, 9, 34, 36, 9, 15, 45, 20, 8, 58, 28, 51, 19, 57, 16, 11, 42, 8, 33, 10, 18, 35, 43, 50, 3, 40]",24.43,23,0,885,29.5,58
C00172,"[32, 36, 47, 30, 1, 43, 39, 17, 59, 20, 24, 50, 22, 29, 22, 44, 9, 37, 10, 36, 37, 28, 28, 42, 43, 21, 24, 42, 40, 2]",13.84,28,0,914,30.466666666666665,59
C00121,"[29, 37, 20, 49, 21, 10, 5, 36, 6, 26, 4, 39, 39, 50, 35, 1, 24, 57, 36, 6, 41, 54, 46, 44, 57, 31, 20, 24, 25, 36]",10.5,29,0,908,30.266666666666666,57
C00867,"[48, 2, 4, 12, 48, 10, 3, 4, 6, 23, 5, 50, 3, 10, 43, 19, 14, 21, 43, 28, 21, 36, 24, 54, 38, 17, 22, 19, 45, 54]",26.61,2,0,726,24.2,54
C00313,"[18, 46, 24, 8, 30, 44, 53, 10, 23, 52, 49, 11, 2, 58, 26, 36, 33, 47, 13, 40, 25, 4, 42, 19, 18, 37, 30, 19, 58, 23]",30.6,15,0,898,29.933333333333334,58
C00156,"[16, 2, 40, 17, 55, 34, 42, 16, 38, 2, 2, 26, 13, 56, 47, 31, 34, 39, 3, 8, 23, 14, 56, 55, 27, 54, 29, 39, 53, 39]",16.46,21,0,910,30.333333333333332,56
C00562,"[33, 4, 45, 44, 11, 42, 47, 5, 25, 49, 37, 34, 9, 6, 18, 14, 19, 14, 40, 17, 35, 29, 42, 17, 59, 43, 8, 1, 45, 53]",16.94,5,1,845,28.166666666666668,59
C00555,"[10, 1, 32, 30, 8, 21, 22, 18, 2, 48, 44, 9, 3, 54, 26, 21, 30, 28, 36, 26, 34, 8, 10, 48, 55, 43, 50, 54, 14, 40]",4.0,17,0,825,27.5,55
C00934,"[22, 47, 57, 25, 3, 30, 24, 45, 36, 23, 54, 8, 54, 4, 50, 39, 43, 31, 29, 59, 36, 13, 41, 9, 55, 21, 51, 3, 25, 25]",0.54,33,1,962,32.06666666666667,59
C00956,"[9, 22, 2, 16, 40, 58, 6, 55, 13, 33, 19, 15, 33, 10, 1, 12, 43, 29, 17, 4, 29, 55, 7, 44, 13, 5, 6, 34, 53, 7]",37.66,29,0,690,23.0,58
C00695,"[50, 51, 14, 20, 25, 42, 49, 8, 28, 46, 21, 23, 32, 8, 31, 37, 16, 40, 42, 27, 40, 41, 18, 35, 49, 52, 15, 53, 27, 17]",17.78,2,1,957,31.9,53
C00453,"[42, 44, 8, 43, 42, 13, 57, 17, 39, 24, 3, 30, 52, 13, 19, 7, 9, 19, 45, 54, 40, 22, 18, 23, 2, 50, 50, 11, 31, 33]",48.69,21,0,860,28.666666666666668,57
